LastIdentificationCache	Gender	NumberOfUnits	LocalityDescription	LocalityDescription_2	CollectionDay	CollectionMonth	CollectionYear	CollectionEndDay	CollectionEndMonth	CollectionEndYear	CollectionTimeSpan	CollectingMethod	EUNIS	Altitude	Value	PlotID	startdate	enddate
Pardosa pullata	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa pullata	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa pullata	male	3	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa pullata	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa tenuipes	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa tenuipes	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pardosa tenuipes	female	4	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Phrurolithus festivus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Trochosa ruricola	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Trochosa ruricola	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Xerolycosa nemoralis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Xysticus kochi	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Xysticus kochi	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	5	2020	6	6	2020	131	Bodenfalle			5		21.05.2020	06.06.2020
Pachygnatha degeeri	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pachygnatha degeeri	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa prativaga	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa pullata	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa tenuipes	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Pardosa tenuipes	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Piratula latitans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Tenuiphantes tenuis	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	6	2020	18	6	2020	131	Bodenfalle			5		06.06.2020	18.06.2020
Agyneta decora	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Arctosa leopardus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Collinsia inerrans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Diplostyla concolor	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Micaria micans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Oedothorax retusus	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Oedothorax retusus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa nigriceps	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa palustris	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa palustris	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa prativaga	female	8	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa prativaga	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa prativaga	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa prativaga	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa pullata	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa pullata	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa pullata	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Pardosa tenuipes	female	4	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Phrurolithus festivus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Phrurolithus festivus	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Phrurolithus festivus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Piratula latitans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Piratula latitans	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Piratula latitans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Piratula latitans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Piratula latitans	male	3	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Tenuiphantes tenuis	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Trochosa ruricola	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Trochosa ruricola	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Walckenaeria atrotibialis	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Xysticus cristatus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	18	6	2020	7	7	2020	131	Bodenfalle			5		18.06.2020	07.07.2020
Collinsia inerrans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Erigone atra	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Erigone atra	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Erigone atra	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Micaria micans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Oedothorax retusus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Phrurolithus festivus	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Piratula latitans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Tenuiphantes tenuis	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Tenuiphantes tenuis	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	7	7	2020	21	7	2020	131	Bodenfalle			5		07.07.2020	21.07.2020
Clubiona reclusa	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Collinsia inerrans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Collinsia inerrans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Collinsia inerrans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Diplostyla concolor	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Erigone atra	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Mermessus trilobatus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Micaria micans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Micaria micans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha clercki	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	male	7	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	female	7	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pardosa prativaga	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pardosa prativaga	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pardosa prativaga	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pardosa prativaga	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Pardosa tenuipes	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Piratula latitans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Trochosa ruricola	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	21	7	2020	4	8	2020	131	Bodenfalle			5		21.07.2020	04.08.2020
Agyneta subtilis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Collinsia inerrans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Diplostyla concolor	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Gongylidiellum vivum	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Mermessus trilobatus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha clercki	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	male	4	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pardosa prativaga	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pardosa tenuipes	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Pardosa tenuipes	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Phrurolithus festivus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Trochosa ruricola	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Troxochrus scabriculus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	4	8	2020	20	8	2020	131	Bodenfalle			5		04.08.2020	20.08.2020
Agyneta rurestris	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Collinsia inerrans	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Pachygnatha degeeri	female	3	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	20	8	2020	3	9	2020	131	Bodenfalle			5		20.08.2020	03.09.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	3	9	2020	17	9	2020	131	Bodenfalle			5		03.09.2020	17.09.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	17	9	2020	29	9	2020	131	Bodenfalle			5		17.09.2020	29.09.2020
Pachygnatha degeeri	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	17	9	2020	29	9	2020	131	Bodenfalle			5		17.09.2020	29.09.2020
Pachygnatha degeeri	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	17	9	2020	29	9	2020	131	Bodenfalle			5		17.09.2020	29.09.2020
Pachygnatha degeeri	female	2	Breitbenden_P	Breitbenden_P_2020_E5.1	17	9	2020	29	9	2020	131	Bodenfalle			5		17.09.2020	29.09.2020
Tenuiphantes tenuis	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	17	9	2020	29	9	2020	131	Bodenfalle			5		17.09.2020	29.09.2020
Drassyllus lutetianus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus lutetianus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus pusillus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus pusillus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus pusillus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus pusillus	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Drassyllus pusillus	female	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Gongylidiellum vivum	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Hahnia nava	male	2	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Hahnia nava	male	3	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Micaria micans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Micaria micans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Micaria micans	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
Pachygnatha clercki	male	1	Breitbenden_P	Breitbenden_P_2020_E5.1	6	5	2020	21	5	2020	131	Bodenfalle			5		NA	21.05.2020
